Source,Target,Type,Weight
retrasado,año,Undirected,1
año,renovar,Undirected,1
renovar,liderazgo,Undirected,1
cree,alíen,Undirected,1
alíen,pobre,Undirected,1
pobre,cerebro,Undirected,1
cerebro,sirve,Undirected,1
sirve,abrir,Undirected,1
abrir,piernas,Undirected,3
piernas,traer,Undirected,1
traer,alíens,Undirected,1
alíens,mundo,Undirected,1
pp,europa,Undirected,2
europa,santo,Undirected,1
santo,grial,Undirected,1
grial,decían,Undirected,1
decían,iba,Undirected,1
iba,misa,Undirected,1
misa,europa,Undirected,1
europa,alaba,Undirected,1
alaba,españa,Undirected,1
españa,gestión,Undirected,1
gestión,de,Undirected,1
de,crisis,Undirected,1
crisis,vale,Undirected,1
vale,derecha,Undirected,1
derecha,corrupta,Undirected,1
corrupta,amigos,Undirected,1
persona,severos,Undirected,1
severos,daños,Undirected,1
daños,cerebrales,Undirected,1
hungría,brasil,Undirected,2
brasil,países,Undirected,2
países,polémicas,Undirected,2
polémicas,medidas,Undirected,2
antiabortistas,vox,Undirected,2
vocabulario,izquierda,Undirected,1
izquierda,derechos,Undirected,1
derechos,laborales,Undirected,1
laborales,ah,Undirected,1
planteé,empate,Undirected,1
momento,recordar,Undirected,1
recordar,juez,Undirected,1
juez,llevó,Undirected,1
llevó,proceso,Undirected,1
proceso,felipe,Undirected,1
felipe,muñoz,Undirected,1
muñoz,determinó,Undirected,1
determinó,señor,Undirected,1
señor,suministró,Undirected,1
suministró,sustancia,Undirected,1
sustancia,abortiva,Undirected,1
abortiva,mujer,Undirected,1
mujer,consentimiento,Undirected,1
consentimiento,olvidó,Undirected,1
supone,iba,Undirected,1
iba,pasando,Undirected,1
años,gobernando,Undirected,1
gobernando,pp,Undirected,1
pp,madrid,Undirected,4
madrid,gracias,Undirected,1
gracias,ciudadanía,Undirected,1
ciudadanía,elección,Undirected,1
elección,hora,Undirected,1
votar,votar,Undirected,1
aborto,pago,Undirected,1
pago,pagó,Undirected,1
pagó,dentista,Undirected,1
dentista,psoe,Undirected,1
psoe,quito,Undirected,2
qué,superioridad,Undirected,1
superioridad,moral,Undirected,1
moral,intelectual,Undirected,1
intelectual,qué,Undirected,1
qué,de,Undirected,2
de,izquierdas,Undirected,1
izquierdas,mínimo,Undirected,1
mínimo,oponerse,Undirected,1
interesa,gusta,Undirected,1
gusta,democracia,Undirected,1
democracia,acabe,Undirected,1
acabe,basurero,Undirected,1
basurero,debería,Undirected,1
debería,mirarse,Undirected,1
mirarse,espejo,Undirected,1
espejo,mire,Undirected,1
mire,credibilidad,Undirected,1
credibilidad,entredicho,Undirected,1
entredicho,conocimiento,Undirected,1
conocimiento,derecho,Undirected,1
derecho,descalificado,Undirected,1
descalificado,correctamente,Undirected,1
correctamente,juristas,Undirected,1
muero,aiuda,Undirected,1
aiuda,ban,Undirected,1
ban,empeñarrrr,Undirected,1
comulgar,vox,Undirected,1
vox,recibo,Undirected,1
recibo,apaleamiento,Undirected,1
apaleamiento,antidemocrático,Undirected,1
antidemocrático,sufren,Undirected,1
sufren,minuto,Undirected,1
gilipoyas,sectarios,Undirected,1
sectarios,agitadores,Undirected,1
agitadores,turno,Undirected,1
turno,reventar,Undirected,1
reventar,actos,Undirected,1
actos,escoria,Undirected,1
escoria,woke,Undirected,1
woke,presidenta,Undirected,1
presidenta,maniobras,Undirected,1
maniobras,oscuras,Undirected,1
oscuras,vox,Undirected,1
señora,comenzó,Undirected,1
comenzó,partido,Undirected,1
partido,haci,Undirected,1
haci,haga,Undirected,1
haga,coj,Undirected,1
quieren,embarazarse,Undirected,1
embarazarse,operan,Undirected,1
operan,cuidan,Undirected,1
llegaron,gallardo,Undirected,1
gallardo,enfrentar,Undirected,1
messi,messi,Undirected,1
subo,apuesta,Undirected,2
apuesta,insto,Undirected,2
insto,escrachar,Undirected,2
escrachar,repudiar,Undirected,2
repudiar,quemar,Undirected,2
quemar,bunkers,Undirected,1
bunkers,feministas,Undirected,1
feministas,lastimar,Undirected,1
lastimar,quieren,Undirected,1
quieren,igualdad,Undirected,7
igualdad,demosle,Undirected,2
demosle,piden,Undirected,2
piden,hijas,Undirected,2
hijas,recontra,Undirected,2
recontra,mil,Undirected,2
mil,putas,Undirected,2
putas,quieren,Undirected,2
quieren,odio,Undirected,2
impresentable,comunista,Undirected,1
comunista,valiente,Undirected,1
valiente,panda,Undirected,1
panda,hijos,Undirected,2
qdando,de,Undirected,1
derechos,aborto,Undirected,1
aborto,cambio,Undirected,1
cambio,de,Undirected,1
de,sexo,Undirected,1
sexo,eutanasia,Undirected,1
eutanasia,presupuesto,Undirected,1
presupuesto,dá,Undirected,1
dedique,calipo,Undirected,1
bolchevique,nazi,Undirected,1
nazi,podías,Undirected,1
podías,llevarlo,Undirected,1
llevarlo,ideario,Undirected,1
ideario,práctica,Undirected,1
práctica,favor,Undirected,1
favor,edad,Undirected,1
preguntaré,madre,Undirected,1
llama,emmmmmm,Undirected,1
emmmmmm,complicidad,Undirected,1
divorcio,métodos,Undirected,1
anticonceptivos,aborto,Undirected,1
aborto,liberar,Undirected,1
liberar,mujer,Undirected,1
yugo,masculino,Undirected,1
masculino,trivializado,Undirected,1
trivializado,relaciones,Undirected,1
relaciones,sociales,Undirected,1
sociales,punto,Undirected,1
punto,sufrimiento,Undirected,1
sufrimiento,psicológico,Undirected,1
psicológico,inconsciente,Undirected,1
inconsciente,mayoría,Undirected,1
mayoría,hombres,Undirected,1
hombres,incluidos,Undirected,1
incluidos,brutal,Undirected,1
simploide,nivel,Undirected,1
censura,censura,Undirected,1
censura,dais,Undirected,1
dais,feminismo,Undirected,1
feminismo,creado,Undirected,1
creado,proyectos,Undirected,1
proyectos,ideologicos,Undirected,1
ideologicos,totalitarios,Undirected,1
totalitarios,machismo,Undirected,1
machismo,machismo,Undirected,1
machismo,ideologia,Undirected,1
ideologia,gente,Undirected,1
gente,extremista,Undirected,1
extremista,religiosa,Undirected,1
religiosa,contexto,Undirected,1
contexto,escusa,Undirected,1
escusa,feminismo,Undirected,1
psoeta,organización,Undirected,1
criminal,turnando,Undirected,1
turnando,gobierno,Undirected,1
gobierno,escondiendo,Undirected,1
escondiendo,corruptelas,Undirected,1
corruptelas,queda,Undirected,1
vox,demuestren,Undirected,1
demuestren,contrario,Undirected,1
contrario,votare,Undirected,1
votare,vox,Undirected,1
mujeres,calle,Undirected,1
calle,qué,Undirected,1
qué,esperan,Undirected,1
voluntariamente,mayoría,Undirected,1
mayoría,vieron,Undirected,1
vieron,salvación,Undirected,1
salvación,aztecas,Undirected,1
carchi,parroquia,Undirected,1
parroquia,cristóbal,Undirected,1
cristóbal,colón,Undirected,1
colón,realizamos,Undirected,1
realizamos,capacitación,Undirected,1
capacitación,integrantes,Undirected,1
integrantes,asociación,Undirected,1
asociación,unión,Undirected,1
unión,progreso,Undirected,1
progreso,comunidad,Undirected,1
comunidad,san,Undirected,1
san,juan,Undirected,1
juan,manejo,Undirected,1
manejo,agroquímicos,Undirected,1
agroquímicos,control,Undirected,1
control,plagas,Undirected,1
plagas,enfermedades,Undirected,1
enfermedades,cultivo,Undirected,1
cultivo,papa,Undirected,1
papa,innovamoselagro,Undirected,1
alegría,feijóo,Undirected,1
feijóo,líder,Undirected,1
líder,pp,Undirected,1
pp,rehén,Undirected,1
rehén,vox,Undirected,1
vox,vía,Undirected,4
crees,mujeres,Undirected,1
abortan,fueran,Undirected,1
fueran,comprar,Undirected,1
comprar,barra,Undirected,1
barra,pan,Undirected,1
pan,aborto,Undirected,1
aborto,ansiedad,Undirected,1
ansiedad,sufrimiento,Undirected,1
sufrimiento,principalmente,Undirected,1
principalmente,falta,Undirected,1
falta,futuro,Undirected,1
futuro,esperanza,Undirected,1
esperanza,paro,Undirected,1
paro,juvenil,Undirected,1
juvenil,alto,Undirected,1
alto,europa,Undirected,1
europa,casa,Undirected,1
casa,piensa,Undirected,1
preocupa,ay,Undirected,1
ay,animalito,Undirected,1
animalito,bellota,Undirected,1
bellota,deja,Undirected,1
deja,trabajar,Undirected,1
trabajar,agujero,Undirected,1
agujero,negre,Undirected,1
ah,partido,Undirected,1
partido,falopa,Undirected,2
falopa,gallardo,Undirected,1
tema,complicado,Undirected,1
complicado,obligar,Undirected,1
obligar,alguien,Undirected,1
hijo,qué,Undirected,1
qué,desea,Undirected,1
desea,información,Undirected,1
información,intentar,Undirected,1
intentar,provida,Undirected,1
provida,proceso,Undirected,1
proceso,madre,Undirected,1
madre,qué,Undirected,1
qué,aborto,Undirected,3
perturbada,generadora,Undirected,1
generadora,infierno,Undirected,1
trucar,elecciones,Undirected,1
elecciones,locales,Undirected,1
locales,rurales,Undirected,1
rurales,avalancha,Undirected,1
avalancha,empadronamientos,Undirected,1
empadronamientos,castrelo,Undirected,1
castrelo,miño,Undirected,1
cemento,come,Undirected,1
increíble,normie,Undirected,1
normie,niega,Undirected,1
niega,reconocer,Undirected,1
reconocer,marruecos,Undirected,1
marruecos,cogido,Undirected,1
cogido,atochas,Undirected,1
atochas,consenso,Undirected,1
consenso,unipartido,Undirected,1
unipartido,perejilito,Undirected,1
perejilito,reventar,Undirected,1
reventar,salga,Undirected,1
salga,shisha,Undirected,1
palabras,igualdad,Undirected,2
seguro,alienígena,Undirected,1
losantos,periodista,Undirected,1
periodista,país,Undirected,1
país,paga,Undirected,1
paga,nómina,Undirected,1
nómina,pp,Undirected,1
pp,porqué,Undirected,1
porqué,sorprendéis,Undirected,1
estilo,juego,Undirected,1
juego,gallardo,Undirected,1
dejo,argentina,Undirected,1
argentina,campeona,Undirected,1
campeona,mundo,Undirected,1
mundo,partido,Undirected,1
partido,interesante,Undirected,1
interesante,año,Undirected,1
respeten,club,Undirected,1
club,subersivos,Undirected,1
subersivos,hermanos,Undirected,1
hermanos,terroristas,Undirected,1
terroristas,asesinos,Undirected,1
asesinos,lúmpen,Undirected,1
lúmpen,desgracia,Undirected,1
desgracia,gente,Undirected,1
gente,sociedad,Undirected,1
sociedad,peruana,Undirected,1
peruana,conocemos,Undirected,1
conocemos,regresar,Undirected,1
regresar,monte,Undirected,1
monte,trabajar,Undirected,1
trabajar,narcotráfico,Undirected,1
narcotráfico,oro,Undirected,1
oro,ilegal,Undirected,1
ilegal,extorsión,Undirected,1
gobierno,dimision,Undirected,2
dimision,pam,Undirected,2
pam,cesada,Undirected,1
sexuales,visto,Undirected,2
visto,rebajadas,Undirected,2
rebajadas,penas,Undirected,2
penas,excarcelados,Undirected,2
excarcelados,ley,Undirected,2
ley,solosíessí,Undirected,2
solosíessí,locas,Undirected,2
locas,ministerio,Undirected,2
igualdad,dirán,Undirected,2
dirán,bulo,Undirected,2
bulo,extrema,Undirected,2
derecha,asumir,Undirected,2
asumir,incompetentes,Undirected,2
incompetentes,difícil,Undirected,2
ríanse,dictadura,Undirected,1
dictadura,franco,Undirected,1
franco,señores,Undirected,1
señores,queda,Undirected,1
queda,dictablanda,Undirected,1
andalucía,ibáis,Undirected,1
ibáis,sobraos,Undirected,1
sobraos,ve,Undirected,2
ve,combatís,Undirected,2
combatís,cataluña,Undirected,2
cataluña,felicitar,Undirected,2
traducción,humana,Undirected,1
humana,referencia,Undirected,1
basuras,neceditan,Undirected,1
odio,pp,Undirected,2
triste,realidad,Undirected,2
realidad,leyes,Undirected,1
leyes,igualdad,Undirected,1
género,protegen,Undirected,1
protegen,mujeres,Undirected,1
mujeres,generado,Undirected,1
generado,brote,Undirected,1
brote,agresividad,Undirected,1
agresividad,inigualable,Undirected,1
inigualable,defiendo,Undirected,1
defiendo,violencia,Undirected,1
violencia,ámbito,Undirected,1
ámbito,leyes,Undirected,1
leyes,aplicarse,Undirected,1
aplicarse,casos,Undirected,1
creer,cabeza,Undirected,1
cabeza,promocionando,Undirected,1
promocionando,agenda,Undirected,1
agenda,haciéndole,Undirected,1
haciéndole,juego,Undirected,1
juego,psoe,Undirected,2
psoe,caerá,Undirected,1
caerá,subirá,Undirected,1
escucho,audio,Undirected,1
vox,únicas,Undirected,1
únicas,personas,Undirected,1
personas,conozco,Undirected,1
conozco,vería,Undirected,1
vería,capaces,Undirected,1
capaces,declaran,Undirected,1
declaran,votantes,Undirected,1
sopesar,pros,Undirected,1
pros,contras,Undirected,1
contras,ofrecer,Undirected,1
ofrecer,obligar,Undirected,1
obligar,mujeres,Undirected,1
mujeres,dispongan,Undirected,1
dispongan,información,Undirected,1
información,desean,Undirected,1
desean,menuda,Undirected,1
menuda,tweet,Undirected,1
tweet,derechita,Undirected,1
derechita,floja,Undirected,1
floja,pidiendo,Undirected,1
pidiendo,permiso,Undirected,1
permiso,izquierda,Undirected,1
izquierda,asco,Undirected,1
evidenciando,votantes,Undirected,1
pp,fachas,Undirected,2
fachas,deberían,Undirected,1
deberían,quieren,Undirected,1
quieren,orden,Undirected,1
orden,gobierno,Undirected,1
gobierno,votarles,Undirected,1
votarles,jugada,Undirected,1
jugada,inteligente,Undirected,1
premisa,válida,Undirected,1
válida,supuestos,Undirected,1
supuestos,pp,Undirected,1
pp,lista,Undirected,1
votada,cara,Undirected,1
cara,crconi,Undirected,1
peruano,cansado,Undirected,1
cansado,políticos,Undirected,1
políticos,defender,Undirected,1
democracia,pueblo,Undirected,1
pueblo,oportunidades,Undirected,1
oportunidades,igualdad,Undirected,2
efecto,mañueco,Undirected,1
mañueco,centro,Undirected,1
centro,debates,Undirected,1
debates,públicos,Undirected,1
públicos,semana,Undirected,1
semana,incapacidad,Undirected,1
incapacidad,orden,Undirected,1
orden,junta,Undirected,1
ministerio,calladitos,Undirected,1
necesario,estudio,Undirected,1
estudio,sobra,Undirected,1
sobra,resultados,Undirected,1
resultados,dando,Undirected,1
dando,ley,Undirected,1
ley,agresores,Undirected,1
sexuales,violadores,Undirected,1
violadores,beneficiados,Undirected,2
beneficiados,dicha,Undirected,1
dicha,ley,Undirected,1
sectarios,cuidado,Undirected,1
cuidado,juan,Undirected,1
juan,sergio,Undirected,1
sergio,relájate,Undirected,1
relájate,derrames,Undirected,1
derrames,bilis,Undirected,1
bilis,irán,Undirected,1
irán,vete,Undirected,1
vete,marruecos,Undirected,1
marruecos,viaje,Undirected,1
viaje,desconecta,Undirected,1
desconecta,mundo,Undirected,1
mundo,imaginario,Undirected,1
imaginario,templarios,Undirected,1
templarios,consejo,Undirected,1
derechos,mujer,Undirected,3
mujer,ruines,Undirected,1
ruines,violadores,Undirected,1
violadores,rebajado,Undirected,1
rebajado,penas,Undirected,1
penas,salido,Undirected,1
salido,calle,Undirected,1
calle,falsario,Undirected,1
falsario,mantra,Undirected,1
mantra,comunista,Undirected,1
pp,espera,Undirected,2
espera,ayuso,Undirected,1
ayuso,pincha,Undirected,1
pincha,decepción,Undirected,1
decepción,ponemos,Undirected,1
ponemos,estupendos,Undirected,1
estupendos,micrófono,Undirected,1
estimado,sergio,Undirected,1
sergio,voluntad,Undirected,1
voluntad,ciudadana,Undirected,2
ciudadana,frente,Undirected,1
frente,voluntad,Undirected,1
voluntad,mujer,Undirected,1
mujer,ay,Undirected,1
opinando,general,Undirected,1
general,lean,Undirected,1
intercambian,candidatos,Undirected,1
candidatos,pp,Undirected,1
vox,identicos,Undirected,1
identicos,de,Undirected,1
expresión,ahorita,Undirected,1
ahorita,podés,Undirected,1
podés,opinar,Undirected,1
opinar,canción,Undirected,1
canción,gusta,Undirected,1
gusta,mayoría,Undirected,1
mayoría,disgusta,Undirected,1
disgusta,cae,Undirected,1
cae,bola,Undirected,1
bola,masiva,Undirected,1
masiva,odio,Undirected,1
odio,juzgamiento,Undirected,1
juzgamiento,razón,Undirected,1
razón,igualdad,Undirected,1
mark,repite,Undirected,1
repite,diversos,Undirected,1
diversos,tuits,Undirected,1
tuits,contestaré,Undirected,1
contestaré,píldora,Undirected,1
píldora,cree,Undirected,1
cree,bebe,Undirected,1
bebe,entiende,Undirected,1
entiende,cosa,Undirected,1
cosa,tardes,Undirected,1
carmena,lanzar,Undirected,1
lanzar,repugnante,Undirected,1
ataque,ley,Undirected,1
ley,vía,Undirected,1
vía,elemento,Undirected,1
elemento,tóxico,Undirected,1
tóxico,iglesias,Undirected,1
iglesias,acusar,Undirected,1
acusar,mujercita,Undirected,1
mujercita,causante,Undirected,1
causante,aborto,Undirected,2
ley,indeseables,Undirected,1
sánchez,exige,Undirected,1
exige,mañueco,Undirected,1
mañueco,responda,Undirected,3
responda,requerimiento,Undirected,3
requerimiento,recuerda,Undirected,1
recuerda,defenderá,Undirected,1
defenderá,igualdad,Undirected,1
igualdad,mujeres,Undirected,2
mujeres,vivan,Undirected,1
vivan,vivan,Undirected,1
contradicciones,pp,Undirected,1
pp,cyl,Undirected,6
cyl,mantiene,Undirected,1
mantiene,plan,Undirected,1
antiaborto,génova,Undirected,1
génova,asegura,Undirected,1
asegura,modificará,Undirected,1
modificará,via,Undirected,1
star,libre,Undirected,1
libre,fútbol,Undirected,1
fútbol,pobres,Undirected,1
amén,literal,Undirected,1
mames,deporte,Undirected,1
deporte,pugilismo,Undirected,1
pugilismo,categorías,Undirected,1
categorías,güey,Undirected,1
güey,debió,Undirected,1
debió,golpear,Undirected,1
golpear,mujer,Undirected,2
mujer,digas,Undirected,1
digas,mamadas,Undirected,1
mafia,tonta,Undirected,1
tonta,pelele,Undirected,1
pelele,vendida,Undirected,1
hipocrisia,pura,Undirected,1
dirigir,muñeco,Undirected,1
pone,líneas,Undirected,1
líneas,rojas,Undirected,2
rojas,países,Undirected,1
países,comunistas,Undirected,1
partidos,erc,Undirected,1
erc,purgas,Undirected,1
purgas,stalin,Undirected,1
stalin,mao,Undirected,1
mao,juego,Undirected,1
juego,niños,Undirected,1
respeto,político,Undirected,1
político,sra,Undirected,1
sra,pretenden,Undirected,1
pretenden,vox,Undirected,1
vox,disposición,Undirected,1
disposición,cosas,Undirected,1
cosas,chiringuitos,Undirected,1
chiringuitos,derogar,Undirected,1
derogar,pp,Undirected,1
pp,izquierda,Undirected,1
izquierda,importante,Undirected,1
importante,derecha,Undirected,1
derecha,llegue,Undirected,1
llegue,acuerdos,Undirected,1
acuerdos,llevamos,Undirected,1
vox,irresponsablemente,Undirected,1
irresponsablemente,blanqueo,Undirected,1
blanqueo,diputados,Undirected,1
diputados,votantes,Undirected,1
votantes,dejarán,Undirected,1
dejarán,cs,Undirected,1
cs,diputados,Undirected,1
diputados,decisivo,Undirected,1
decisivo,útil,Undirected,1
útil,mayoría,Undirected,1
pp,jamás,Undirected,2
jamás,garantizado,Undirected,1
garantizado,reformas,Undirected,1
caradura,podes,Undirected,1
podes,pasciencia,Undirected,1
pasciencia,pp,Undirected,1
habrían,querido,Undirected,1
querido,cuarto,Undirected,1
cuarto,entrevista,Undirected,1
entrevista,traidor,Undirected,1
traidor,feijoo,Undirected,1
feijoo,sabrán,Undirected,1
sabrán,prioridades,Undirected,1
prioridades,federico,Undirected,1
vuelta,siglo,Undirected,1
siglo,xvi,Undirected,1
siniestra,tiempo,Undirected,1
tiempo,encargará,Undirected,1
encargará,altura,Undirected,1
acepto,luis,Undirected,1
luis,enrique,Undirected,2
enrique,gallardo,Undirected,1
gallardo,scaloni,Undirected,1
