Source,Target,Type
demuestran,demas,Undirected
demas,partidos,Undirected
partidos,rien,Undirected
rien,ciudadano,Undirected
ciudadano,único,Undirected
único,objetivo,Undirected
objetivo,real,Undirected
real,cobrar,Undirected
cobrar,año,Undirected
mira,cosas,Undirected
cosas,gentuza,Undirected
gentuza,duda,Undirected
duda,cabe,Undirected
cabe,claros,Undirected
claros,quieren,Undirected
quieren,pretenden,Undirected
pretenden,repiten,Undirected
repiten,constantemente,Undirected
constantemente,valen,Undirected
valen,sorpresas,Undirected
sorpresas,gritos,Undirected
gritos,cielo,Undirected
cielo,entren,Undirected
entren,gobierno,Undirected
ministerio,igualdad,Undirected
igualdad,transformar,Undirected
transformar,ministerio,Undirected
ministerio,ojito,Undirected
enseñan,fotos,Undirected
fotos,feto,Undirected
feto,oír,Undirected
oír,sonido,Undirected
sonido,latido,Undirected
latido,corazón,Undirected
corazón,feto,Undirected
feto,mujer,Undirected
mujer,libre,Undirected
libre,vicepresidenta,Undirected
vicepresidenta,parlamento,Undirected
parlamento,europeo,Undirected
europeo,llegado,Undirected
llegado,colmo,Undirected
colmo,basta,Undirected
basta,manipular,Undirected
manipular,personal,Undirected
fio,q,Undirected
q,cama,Undirected
cama,pp,Undirected
pp,larga,Undirected
larga,trayectoria,Undirected
trayectoria,fachorra,Undirected
fachorra,daño,Undirected
daño,delata,Undirected
calendario,condenar,Undirected
condenar,tamaña,Undirected
tamaña,miseria,Undirected
miseria,merecemos,Undirected
merecemos,gobernados,Undirected
gobernados,gente,Undirected
gente,capaz,Undirected
capaz,tamaña,Undirected
tamaña,infamia,Undirected
infamia,tiempo,Undirected
tiempo,terminando,Undirected
terminando,señor,Undirected
señor,quetevotetxapote,Undirected
supremo,tumba,Undirected
tumba,denuncia,Undirected
denuncia,montero,Undirected
montero,rosell,Undirected
rosell,llamar,Undirected
llamar,machistas,Undirected
machistas,fascistas,Undirected
fascistas,jueces,Undirected
juanfer,quintero,Undirected
quintero,recordó,Undirected
recordó,marcelo,Undirected
marcelo,gallardo,Undirected
gallardo,enojó,Undirected
enojó,presentado,Undirected
presentado,junior,Undirected
exactamente,demuestran,Undirected
demuestran,vox,Undirected
vox,jugando,Undirected
jugando,cartas,Undirected
cartas,haga,Undirected
haga,ilusiones,Undirected
ilusiones,gobernar,Undirected
gobernar,atajo,Undirected
atajo,estafadores,Undirected
estafadores,forman,Undirected
forman,pp,Undirected
pp,quieren,Undirected
quieren,remedio,Undirected
remedio,cumplirán,Undirected
ponte,pin,Undirected
pin,vean,Undirected
vean,sirves,Undirected
dices,ley,Undirected
ley,saca,Undirected
saca,violadores,Undirected
violadores,calles,Undirected
leído,tema,Undirected
tema,latido,Undirected
latido,idea,Undirected
idea,embarazos,Undirected
embarazos,vía,Undirected
anda,mira,Undirected
cuadra,totalmente,Undirected
totalmente,expresiones,Undirected
expresiones,fhuresa,Undirected
lloras,terrucos,Undirected
terrucos,incendian,Undirected
incendian,comisarías,Undirected
comisarías,terrucos,Undirected
terrucos,maltratan,Undirected
maltratan,policía,Undirected
dieran,tiempo,Undirected
tiempo,mirar,Undirected
mirar,encuesta,Undirected
encuesta,nacional,Undirected
nacional,tiempo,Undirected
vox,pegar,Undirected
pegar,subidón,Undirected
subidón,brutal,Undirected
brutal,roben,Undirected
roben,elecciones,Undirected
kim,caso,Undirected
caso,castro,Undirected
castro,resto,Undirected
resto,pueblo,Undirected
pueblo,hundido,Undirected
hundido,absoluta,Undirected
absoluta,miseria,Undirected
miseria,genere,Undirected
genere,igualdad,Undirected
igualdad,desregulacion,Undirected
desregulacion,rige,Undirected
rige,conjunto,Undirected
conjunto,voluntados,Undirected
voluntados,par,Undirected
par,funcionarios,Undirected
luisito,estáis,Undirected
estáis,amigos,Undirected
amigos,asesinos,Undirected
asesinos,etarras,Undirected
etarras,bildu,Undirected
bildu,bajan,Undirected
bajan,penas,Undirected
penas,violadores,Undirected
fijaos,españa,Undirected
españa,líder,Undirected
líder,ultraderecha,Undirected
ultraderecha,súper,Undirected
súper,ensalzado,Undirected
ensalzado,v,Undirected
v,hungría,Undirected
hungría,país,Undirected
país,gallardo,Undirected
gallardo,abascal,Undirected
abascal,espinosa,Undirected
espinosa,ponen,Undirected
ponen,ejemplo,Undirected
ejemplo,instaurar,Undirected
instaurar,ideas,Undirected
ideas,medidas,Undirected
medidas,españa,Undirected
acciones,proyecto,Undirected
proyecto,colima,Undirected
colima,educar,Undirected
educar,igualdad,Undirected
igualdad,impulsadas,Undirected
impulsadas,fomento,Undirected
fomento,actividades,Undirected
actividades,sociedad,Undirected
sociedad,cilvil,Undirected
cilvil,colima,Undirected
colima,acudimos,Undirected
acudimos,escuela,Undirected
escuela,primaria,Undirected
primaria,distribuidores,Undirected
distribuidores,nissan,Undirected
cuestiones,medicas,Undirected
medicas,riesgo,Undirected
riesgo,vital,Undirected
vital,eugenesicas,Undirected
eugenesicas,malformaciones,Undirected
malformaciones,caso,Undirected
caso,violación,Undirected
violación,entro,Undirected
entro,q,Undirected
q,discursión,Undirected
che,partido,Undirected
partido,psg,Undirected
psg,equipo,Undirected
equipo,gallardo,Undirected
gallardo,pasan,Undirected
triste,favor,Undirected
favor,aborto,Undirected
choque,castilla,Undirected
castilla,león,Undirected
león,vox,Undirected
vox,amaga,Undirected
amaga,revisar,Undirected
revisar,pacto,Undirected
pacto,gobierno,Undirected
gobierno,feijóo,Undirected
feijóo,descarta,Undirected
descarta,cambiar,Undirected
cambiar,protocolo,Undirected
clase,congresal,Undirected
congresal,q,Undirected
q,ve,Undirected
ve,cosa,Undirected
cosa,q,Undirected
q,gordo,Undirected
gordo,ombligo,Undirected
ombligo,q,Undirected
q,contubernio,Undirected
contubernio,inepto,Undirected
inepto,castillo,Undirected
castillo,enquistaron,Undirected
enquistaron,destruyendo,Undirected
destruyendo,perú,Undirected
perú,situación,Undirected
situación,cuya,Undirected
cuya,única,Undirected
única,salida,Undirected
salida,salida,Undirected
salida,entendieron,Undirected
entendieron,q,Undirected
q,lacra,Undirected
lacra,q,Undirected
q,ejec,Undirected
ejec,leg,Undirected
leg,ocuparon,Undirected
ocuparon,quedarse,Undirected
choque,amiguisimos,Undirected
amiguisimos,socios,Undirected
socios,mentira,Undirected
mentira,puro,Undirected
puro,postureo,Undirected
entendí,llevaba,Undirected
llevaba,juicio,Undirected
iglesias,yolanda,Undirected
yolanda,díaz,Undirected
díaz,irena,Undirected
irena,montera,Undirected
montera,ido,Undirected
ido,visitar,Undirected
visitar,kirchner,Undirected
kirchner,meses,Undirected
meses,condenaran,Undirected
condenaran,mafia,Undirected
mafia,internacional,Undirected
internacional,disfrazados,Undirected
disfrazados,políticos,Undirected
sigo,gusto,Undirected
gusto,ayudar,Undirected
ayudar,crecer,Undirected
saludos,donosti,Undirected
donosti,ivan,Undirected
ivan,años,Undirected
años,voto,Undirected
voto,corrupción,Undirected
corrupción,política,Undirected
política,iré,Undirected
iré,votar,Undirected
votar,vox,Undirected
vox,veo,Undirected
veo,honestidad,Undirected
honestidad,coherencia,Undirected
coherencia,vox,Undirected
vox,olvidarse,Undirected
olvidarse,agenda,Undirected
agenda,hispana,Undirected
pensiones,pp,Undirected
pp,rajoy,Undirected
rajoy,perdieron,Undirected
perdieron,adquisitivo,Undirected
adquisitivo,años,Undirected
años,justicia,Undirected
justicia,reponer,Undirected
reponer,daño,Undirected
daño,gobernar,Undirected
gobernar,jamás,Undirected
jamás,intereses,Undirected
intereses,bienestar,Undirected
bienestar,vulnerables,Undirected
vulnerables,fute,Undirected
fute,fute,Undirected
fute,fute,Undirected
moda,linchamiento,Undirected
linchamiento,mediático,Undirected
mediático,condenas,Undirected
condenas,voluntad,Undirected
voluntad,chusma,Undirected
chusma,vayamos,Undirected
vayamos,plaza,Undirected
plaza,mayo,Undirected
mayo,colguemos,Undirected
colguemos,caputos,Undirected
caputos,bullrrich,Undirected
bullrrich,macri,Undirected
macri,larreta,Undirected
larreta,quisieron,Undirected
quisieron,matar,Undirected
matar,cristina,Undirected
cristina,fernandez,Undirected
muchisimas,gracias,Undirected
gracias,aceptar,Undirected
aceptar,reto,Undirected
reto,estara,Undirected
estara,lleno,Undirected
lleno,espinas,Undirected
espinas,animos,Undirected
animos,fuerza,Undirected
facha,único,Undirected
único,piojsoso,Undirected
golpe,españoles,Undirected
españoles,emos,Undirected
emos,demostrado,Undirected
demostrado,pp,Undirected
pp,abrian,Undirected
abrian,hijos,Undirected
hijos,padres,Undirected
vayanse,mierda,Undirected
mierda,mamupiladores,Undirected
mamupiladores,mentirosos,Undirected
comunismo,agenda,Undirected
agenda,daré,Undirected
daré,igualdad,Undirected
igualdad,cambio,Undirected
cambio,quitaré,Undirected
quitaré,sangras,Undirected
sangras,serás,Undirected
serás,feliz,Undirected
feliz,feliz,Undirected
acta,consejo,Undirected
consejo,gobierno,Undirected
gobierno,castilla,Undirected
castilla,león,Undirected
león,trataron,Undirected
trataron,medidas,Undirected
medidas,antiabortivas,Undirected
antiabortivas,jueves,Undirected
jueves,carriedo,Undirected
carriedo,presentó,Undirected
presentó,gallardo,Undirected
gallardo,anuncio,Undirected
anuncio,diciendo,Undirected
diciendo,medidas,Undirected
medidas,ponen,Undirected
ponen,conocimiento,Undirected
conocimiento,consejo,Undirected
consejo,vicepresidente,Undirected
vicepresidente,sanidad,Undirected
estarían,metiéndole,Undirected
metiéndole,dedo,Undirected
dedo,ojo,Undirected
ojo,yolanda,Undirected
yolanda,iu,Undirected
iu,pce,Undirected
pce,comú,Undirected
comú,común,Undirected
común,tirón,Undirected
tirón,yolanda,Undirected
yolanda,díaz,Undirected
díaz,proceso,Undirected
proceso,escucha,Undirected
escucha,torpe,Undirected
torpe,d,Undirected
d,dirigentes,Undirected
dirigentes,morados,Undirected
oyendo,criticar,Undirected
criticar,pp,Undirected
pp,losantos,Undirected
losantos,sorayización,Undirected
sorayización,cúpula,Undirected
cúpula,partido,Undirected
pensionistas,votantes,Undirected
votantes,pp,Undirected
pp,habrán,Undirected
habrán,renunciado,Undirected
renunciado,subida,Undirected
subida,partido,Undirected
partido,rechazó,Undirected
rechazó,congreso,Undirected
mierda,anticonstitucional,Undirected
anticonstitucional,falta,Undirected
falta,derechos,Undirected
derechos,fundamentales,Undirected
fundamentales,jajajajajajaja,Undirected
jajajajajajaja,puta,Undirected
puta,panda,Undirected
panda,retrasados,Undirected
retrasados,mentales,Undirected
mentales,gobierno,Undirected
esté,piojo,Undirected
piojo,soso,Undirected
soso,idea,Undirected
idea,modelo,Undirected
modelo,perfecto,Undirected
perfecto,típico,Undirected
típico,perro,Undirected
perro,flauta,Undirected
flauta,cobra,Undirected
cobra,paguitas,Undirected
paguitas,anda,Undirected
anda,yaaaa,Undirected
peregrinaje,desgaste,Undirected
desgaste,energía,Undirected
energía,vox,Undirected
vox,estaríais,Undirected
pasaría,pequeña,Undirected
obviamente,acompañado,Undirected
acompañado,administración,Undirected
administración,gobierno,Undirected
gobierno,vimos,Undirected
semana,hecatombe,Undirected
hecatombe,castilla,Undirected
castilla,león,Undirected
león,termina,Undirected
termina,feijóo,Undirected
feijóo,juzgados,Undirected
juzgados,salamanca,Undirected
salamanca,acudira,Undirected
acudira,ningun,Undirected
ningun,telediario,Undirected
telediario,mencionado,Undirected
mencionado,oh,Undirected
oh,sorpresa,Undirected
sorpresa,yoconpodemos,Undirected
independentistas,problema,Undirected
problema,izquierdas,Undirected
izquierdas,amamos,Undirected
amamos,españa,Undirected
españa,problema,Undirected
problema,dais,Undirected
dais,mierda,Undirected
mierda,vox,Undirected
vox,cuento,Undirected
cuento,pablo,Undirected
pablo,escohotado,Undirected
escohotado,diferencia,Undirected
lumbreras,política,Undirected
política,soslayar,Undirected
soslayar,comunidad,Undirected
comunidad,miedo,Undirected
miedo,odio,Undirected
odio,rebajan,Undirected
rebajan,coeficiente,Undirected
coeficiente,intelectual,Undirected
intelectual,casos,Undirected
juventud,comunistas,Undirected
comunistas,conscientes,Undirected
conscientes,ideario,Undirected
ideario,criminal,Undirected
criminal,compartían,Undirected
compartían,tipo,Undirected
tipo,pasa,Undirected
pasa,pepero,Undirected
pepero,necesitado,Undirected
necesitado,subvenciones,Undirected
subvenciones,lacayo,Undirected
lacayo,lamebotas,Undirected
lamebotas,pp,Undirected
tranqui,gallardo,Undirected
gallardo,dirigiendo,Undirected
dirigiendo,jugando,Undirected
jugando,messi,Undirected
violencia,ejercen,Undirected
ejercen,furcias,Undirected
furcias,liberando,Undirected
liberando,violadores,Undirected
violadores,par,Undirected
par,putazas,Undirected
putazas,nombre,Undirected
libertad,expresión,Undirected
lógica,mujeres,Undirected
mujeres,pensar,Undirected
pensar,matar,Undirected
matar,hijos,Undirected
hijos,hacerles,Undirected
hacerles,caso,Undirected
caso,aborto,Undirected
aborto,vulnera,Undirected
vulnera,principal,Undirected
principal,derecho,Undirected
derecho,derecho,Undirected
derecho,vida,Undirected
vida,inventarse,Undirected
inventarse,feto,Undirected
feto,vida,Undirected
vida,ignorar,Undirected
ignorar,avances,Undirected
avances,científicos,Undirected
totalmente,merecido,Undirected
merecido,gracias,Undirected
gracias,puñetazo,Undirected
episodio,bullying,Undirected
bullying,momento,Undirected
momento,federico,Undirected
federico,ira,Undirected
ira,descontrolada,Undirected
descontrolada,maravillan,Undirected
maravillan,admiro,Undirected
admiro,autocontrol,Undirected
autocontrol,rocío,Undirected
rocío,pp,Undirected
pp,bonilla,Undirected
bonilla,aprobando,Undirected
aprobando,enmiendas,Undirected
enmiendas,presupuestos,Undirected
presupuestos,presentada,Undirected
presentada,psoe,Undirected
psoe,plazo,Undirected
plazo,míseros,Undirected
míseros,mes,Undirected
mes,desp,Undirected
realidad,aborto,Undirected
aborto,quita,Undirected
quita,dramático,Undirected
acaba,mentira,Undirected
mentira,fressi,Undirected
fressi,mecagué,Undirected
mecagué,neymal,Undirected
neymal,gallardo,Undirected
gallardo,cristiangoat,Undirected
cristiangoat,ronaldios,Undirected
ronaldios,pity,Undirected
pity,matthines,Undirected
matthines,enseñarán,Undirected
enseñarán,juega,Undirected
juega,deporte,Undirected
vete,loco,Undirected
loco,clima,Undirected
clima,descartaría,Undirected
gestión,pp,Undirected
ah,adictas,Undirected
adictas,cocaina,Undirected
cocaina,paco,Undirected
paco,cartón,Undirected
cartón,lleno,Undirected
lleno,digan,Undirected
digan,cosas,Undirected
cosas,separadas,Undirected
separadas,mano,Undirected
mano,corrupción,Undirected
corrupción,nefasta,Undirected
problema,real,Undirected
real,gente,Undirected
gente,quebis,Undirected
quebis,apoyó,Undirected
apoyó,calado,Undirected
calado,echando,Undirected
echando,mierda,Undirected
mierda,mierda,Undirected
mierda,proclamásteis,Undirected
tomado,cuento,Undirected
cuento,criada,Undirected
criada,serio,Undirected
estaría,contexto,Undirected
contexto,completo,Undirected
completo,defiendo,Undirected
colgaron,programa,Undirected
programa,electoral,Undirected
electoral,pagina,Undirected
pagina,junta,Undirected
junta,andalucia,Undirected
andalucia,colgaban,Undirected
colgaban,programas,Undirected
programas,electorales,Undirected
electorales,sitio,Undirected
sitio,descargué,Undirected
descargué,psoe,Undirected
psoe,pp,Undirected
pp,falange,Undirected
escribe,pp,Undirected
pp,escriben,Undirected
escriben,rajoy,Undirected
rajoy,negar,Undirected
tanta,pobreza,Undirected
pobreza,ignorancia,Undirected
ignorancia,dinero,Undirected
noviembre,dedicamos,Undirected
dedicamos,ficha,Undirected
ficha,informativa,Undirected
informativa,aprendizaje,Undirected
aprendizaje,díainternacionaldelaeliminacióndelaviolenciacontralamujer,Undirected
díainternacionaldelaeliminacióndelaviolenciacontralamujer,jornadas,Undirected
jornadas,fomento,Undirected
fomento,empleabilidad,Undirected
empleabilidad,igualdad,Undirected
igualdad,oportunidades,Undirected
oportunidades,mujeres,Undirected
mujeres,problemas,Undirected
problemas,saludmental,Undirected
medida,españoles,Undirected
españoles,perciban,Undirected
perciban,pp,Undirected
pp,útil,Undirected
